rank,name,link,symbol,feixiaohao,volume-usd,website,chat,date,exchangeNumber
143,SONM,https://coinmarketcap.com/currencies/sonm/,SNM,https://www.feixiaohao.com/currencies/sonm/,4302020.0,https://sonm.io/,https://t.me/sonm_eng,2017-06-17,9
144,Quantstamp,https://coinmarketcap.com/currencies/quantstamp/,QSP,https://www.feixiaohao.com/currencies/quantstamp/,1727830.0,https://quantstamp.com/,https://t.me/quantstamp,2017-11-22,9
145,Vertcoin,https://coinmarketcap.com/currencies/vertcoin/,VTC,https://www.feixiaohao.com/currencies/vertcoin/,1644000.0,http://vertcoin.org/,https://discord.gg/SUy9Hsr,2014-01-06,10
146,Enjin Coin,https://coinmarketcap.com/currencies/enjin-coin/,ENJ,https://www.feixiaohao.com/currencies/enjin-coin/,3141780.0,https://enjincoin.io/,https://t.me/enjin_coin,2017-11-02,13
147,Gnosis,https://coinmarketcap.com/currencies/gnosis-gno/,GNO,https://www.feixiaohao.com/currencies/gnosis-gno/,448015.0,https://gnosis.pm/,,2017-04-24,11
148,Arcblock,https://coinmarketcap.com/currencies/arcblock/,ABT,https://www.feixiaohao.com/currencies/arcblock/,18112600.0,https://www.arcblock.io/,https://t.me/ArcBlock,2018-02-27,14
149,SmartMesh,https://coinmarketcap.com/currencies/smartmesh/,SMT,https://www.feixiaohao.com/currencies/smartmesh/,13731300.0,https://smartmesh.io/,"https://t.me/SmartMesh , https://open.kakao.com/o/gWZRtfD",2017-12-14,4
150,SophiaTX,https://coinmarketcap.com/currencies/sophiatx/,SPHTX,https://www.feixiaohao.com/currencies/sophiatx/,1259060.0,https://www.sophiatx.com/,http://t.me/sophia_TX_com,2017-12-27,7
151,High Performance Blockchain,https://coinmarketcap.com/currencies/high-performance-blockchain/,HPB,https://www.feixiaohao.com/currencies/high-performance-blockchain/,6975300.0,http://www.gxn.io/,https://telegram.me/hpbglobal,,0
152,Blocknet,https://coinmarketcap.com/currencies/blocknet/,BLOCK,https://www.feixiaohao.com/currencies/blocknet/,1030850.0,"http://blocknet.co/ , https://blocknetprotocol.com/","https://discord.gg/2e6s7H8 , https://t.me/Blocknet",,4
153,SingularityNET,https://coinmarketcap.com/currencies/singularitynet/,AGI,https://www.feixiaohao.com/currencies/singularitynet/,583216.0,https://singularitynet.io/,https://t.me/singularitynet,2018-01-18,6
154,Bluzelle,https://coinmarketcap.com/currencies/bluzelle/,BLZ,https://www.feixiaohao.com/currencies/bluzelle/,2092820.0,https://bluzelle.com/,https://t.me/bluzelle,2018-02-07,7
155,Ruff,https://coinmarketcap.com/currencies/ruff/,RUFF,https://www.feixiaohao.com/currencies/ruff/,4778870.0,http://ruffchain.com/,https://t.me/RuffChain,2018-01-29,6
156,Asch,https://coinmarketcap.com/currencies/asch/,XAS,https://www.feixiaohao.com/currencies/asch/,3102300.0,https://www.asch.io/,https://t.me/joinchat/F5GtMA2hHXXoeuHdiPiooA,2016-08-16,9
157,TokenPay,https://coinmarketcap.com/currencies/tokenpay/,TPAY,https://www.feixiaohao.com/currencies/tokenpay/,602970.0,https://www.tokenpay.com/,https://t.me/joinchat/GgZih0NrYt2F11oXwQ11Cg,2018-04-06,1
158,Ignis,https://coinmarketcap.com/currencies/ignis/,IGNIS,https://www.feixiaohao.com/currencies/ignis/,964504.0,"https://www.ardorplatform.org/ignis%E2%80%94first-childchain , https://www.jelurida.com/ico",,2017-12-14,5
159,IHT Real Estate Protocol,https://coinmarketcap.com/currencies/iht-real-estate-protocol/,IHT,https://www.feixiaohao.com/currencies/iht-real-estate-protocol/,5608360.0,https://ihtcoin.com/,"http://t.me/IHTcoin , https://t.me/IHTChinese",2018-03-02,7
160,DigitalNote,https://coinmarketcap.com/currencies/digitalnote/,XDN,https://www.feixiaohao.com/currencies/digitalnote/,4002350.0,http://digitalnote.org/,,,3
161,SIRIN LABS Token,https://coinmarketcap.com/currencies/sirin-labs-token/,SRN,https://www.feixiaohao.com/currencies/sirin-labs-token/,5936530.0,http://www.sirinlabs.com/,https://t.me/sirinlabs,2017-12-29,9
162,Ink,https://coinmarketcap.com/currencies/ink/,INK,https://www.feixiaohao.com/currencies/ink/,8119360.0,https://ink.one/,https://t.me/joinchat/GHiS0A7C841w1NbTNwIYIQ,2017-11-21,11
163,Genaro Network,https://coinmarketcap.com/currencies/genaro-network/,GNX,https://www.feixiaohao.com/currencies/genaro-network/,1234160.0,https://genaro.network/en,https://t.me/GenaroNetworkOfficial,2017-12-19,0
164,Metal,https://coinmarketcap.com/currencies/metal/,MTL,https://www.feixiaohao.com/currencies/metal/,12003400.0,https://www.metalpay.com/,"https://t.me/MetalPayCommunity , https://discord.gg/B2QDmgf",2017-07-10,10
165,GameCredits,https://coinmarketcap.com/currencies/gamecredits/,GAME,https://www.feixiaohao.com/currencies/gamecredits/,95857.2,http://gamecredits.com,https://discordapp.com/invite/vDEYBTc,2014-02-14,8
166,Delphy,https://coinmarketcap.com/currencies/delphy/,DPY,https://www.feixiaohao.com/currencies/delphy/,2215620.0,https://delphy.org/,,2017-11-09,2
167,Litecoin Cash,https://coinmarketcap.com/currencies/litecoin-cash/,LCC,https://www.feixiaohao.com/currencies/litecoin-cash/,243044.0,https://litecoinca.sh/,"https://t.me/litecoincashofficial , https://discordapp.com/invite/F2nZXnW",2018-02-22,9
168,Raiden Network Token,https://coinmarketcap.com/currencies/raiden-network-token/,RDN,https://www.feixiaohao.com/currencies/raiden-network-token/,1598510.0,https://raiden.network/,"https://riot.im/app/#/room/#raiden-network:matrix.org , https://gitter.im/raiden-network/raiden",2017-11-09,14
169,BOScoin,https://coinmarketcap.com/currencies/boscoin/,BOS,https://www.feixiaohao.com/currencies/boscoin/,153516.0,https://boscoin.io/,https://boscoin.slack.com/,2017-10-27,2
170,Po.et,https://coinmarketcap.com/currencies/poet/,POE,https://www.feixiaohao.com/currencies/poet/,2440190.0,https://po.et/,https://t.me/joinchat/GKMQ1kOQSdXVZpN1Rygcdw,2017-09-02,10
171,DATA,https://coinmarketcap.com/currencies/data/,DTA,https://www.feixiaohao.com/currencies/data/,17159200.0,http://data.eco/,https://t.me/blockchainDATA,2018-01-23,8
172,BridgeCoin,https://coinmarketcap.com/currencies/bridgecoin/,BCO,https://www.feixiaohao.com/currencies/bridgecoin/,25933.2,"https://www.crypto-bridge.org/ , https://bridgecoin.org/","https://t.me/CryptoBridge , https://discord.gg/9mmg9MT",2017-10-11,1
173,Dent,https://coinmarketcap.com/currencies/dent/,DENT,https://www.feixiaohao.com/currencies/dent/,2387670.0,https://www.dentcoin.com/,https://t.me/dentcoin,2017-08-13,10
174,THEKEY,https://coinmarketcap.com/currencies/thekey/,TKY,https://www.feixiaohao.com/currencies/thekey/,2031400.0,https://www.thekey.vip,https://t.me/joinchat/FkZtERGQ1qUEU7iAzC6xVQ,2018-02-08,4
175,Groestlcoin,https://coinmarketcap.com/currencies/groestlcoin/,GRS,https://www.feixiaohao.com/currencies/groestlcoin/,11229200.0,http://www.groestlcoin.org/,"http://t.me/groestl , https://discord.gg/8VURndr",2014-03-22,9
176,TomoChain,https://coinmarketcap.com/currencies/tomochain/,TOMO,https://www.feixiaohao.com/currencies/tomochain/,2551690.0,https://tomochain.com/,"https://t.me/tomochain , https://t.me/tomocoin_io",2018-03-09,6
177,Santiment Network Token,https://coinmarketcap.com/currencies/santiment/,SAN,https://www.feixiaohao.com/currencies/santiment/,1106580.0,https://santiment.net/,https://t.me/santiment_network,2017-07-13,6
178,OriginTrail,https://coinmarketcap.com/currencies/origintrail/,TRAC,https://www.feixiaohao.com/currencies/origintrail/,513571.0,https://origintrail.io/,https://t.me/origintrail,2018-01-26,6
179,Apex,https://coinmarketcap.com/currencies/apex/,CPX,https://www.feixiaohao.com/currencies/apex/,514729.0,https://apex.chinapex.com/,https://t.me/APEXcommunity,2018-04-17,1
180,Streamr DATAcoin,https://coinmarketcap.com/currencies/streamr-datacoin/,DATA,https://www.feixiaohao.com/currencies/streamr-datacoin/,990149.0,https://www.streamr.com/,https://chat.streamr.com/,2017-11-04,10
181,Crypterium,https://coinmarketcap.com/currencies/crypterium/,CRPT,https://www.feixiaohao.com/currencies/crypterium/,1087720.0,https://crypterium.io/,https://t.me/crypterium,2018-01-23,6
182,Ubiq,https://coinmarketcap.com/currencies/ubiq/,UBQ,https://www.feixiaohao.com/currencies/ubiq/,107136.0,http://ubiqsmart.com/,https://discordapp.com/invite/HF6vEGF,2016-08-13,4
183,DEW,https://coinmarketcap.com/currencies/dew/,DEW,https://www.feixiaohao.com/currencies/dew/,330421.0,https://www.dew.one/,https://t.me/dew_cn,2017-12-23,4
184,Red Pulse,https://coinmarketcap.com/currencies/red-pulse/,RPX,https://www.feixiaohao.com/currencies/red-pulse/,1774950.0,https://www.red-pulse.com/landing,"https://t.me/redpulse , https://coin.red-pulse.com/slack",2017-10-29,0
185,CyberVein,https://coinmarketcap.com/currencies/cybervein/,CVT,https://www.feixiaohao.com/currencies/cybervein/,1246050.0,http://www.cybervein.org/,"https://t.me/Cyberveinofficial , https://cybervein.slack.com/",2018-04-18,4
186,Ambrosus,https://coinmarketcap.com/currencies/amber/,AMB,https://www.feixiaohao.com/currencies/amber/,1346160.0,http://ambrosus.com/,"https://t.me/ambrosuschat , https://discordapp.com/invite/jbmWg8c",2017-10-24,10
187,Dynamic Trading Rights,https://coinmarketcap.com/currencies/dynamic-trading-rights/,DTR,https://www.feixiaohao.com/currencies/dynamic-trading-rights/,48688.9,http://www.tokens.net/,,2017-12-21,1
188,Zebi,https://coinmarketcap.com/currencies/zebi/,ZCO,https://www.feixiaohao.com/currencies/zebi/,1003550.0,https://www.zebi.io/,https://t.me/ZebiData,2018-04-30,4
189,Cube,https://coinmarketcap.com/currencies/cube/,AUTO,https://www.feixiaohao.com/currencies/cube/,1688040.0,https://cubeint.io/,https://t.me/joinchat/HEId7g9EFqAGkWqAtD67Hg,2018-03-04,0
190,NavCoin,https://coinmarketcap.com/currencies/nav-coin/,NAV,https://www.feixiaohao.com/currencies/nav-coin/,12060400.0,http://www.navcoin.org/,"https://t.me/navcoin , https://discord.gg/y4Vu9jw",2014-07-06,7
191,MediBloc,https://coinmarketcap.com/currencies/medibloc/,MED,https://www.feixiaohao.com/currencies/medibloc/,758919.0,https://medibloc.org/en/,https://t.me/medibloc,2017-12-23,1
192,Bitcore,https://coinmarketcap.com/currencies/bitcore/,BTX,https://www.feixiaohao.com/currencies/bitcore/,565028.0,http://bitcore.cc/,https://t.me/bitcore_btx_official,2017-04-24,8
193,Peercoin,https://coinmarketcap.com/currencies/peercoin/,PPC,https://www.feixiaohao.com/currencies/peercoin/,515339.0,http://www.peercoin.net,https://t.me/peercoin,2012-08-19,14
194,ETHLend,https://coinmarketcap.com/currencies/ethlend/,LEND,https://www.feixiaohao.com/currencies/ethlend/,1008420.0,https://ethlend.io/,https://t.me/ETHLend,2017-12-01,11
195,Genesis Vision,https://coinmarketcap.com/currencies/genesis-vision/,GVT,https://www.feixiaohao.com/currencies/genesis-vision/,7250310.0,https://genesis.vision/,"https://t.me/genesisvision , https://u.wechat.com/IL6s8kyYCLGz0S6t5HqJwr4",2017-11-16,5
196,Lympo,https://coinmarketcap.com/currencies/lympo/,LYM,https://www.feixiaohao.com/currencies/lympo/,13965300.0,https://lympo.io/,https://t.me/lympo,2018-03-02,5
197,IoT Chain,https://coinmarketcap.com/currencies/iot-chain/,ITC,https://www.feixiaohao.com/currencies/iot-chain/,3856730.0,https://iotchain.io/,"https://t.me/IoTChain , http://qm.qq.com/cgi-bin/qm/qr?k=CjS_9da0Uj5SfXX8Wm1PIDuL_Nbjzmc3",2017-12-07,0
198,CRYPTO20,https://coinmarketcap.com/currencies/c20/,C20,https://www.feixiaohao.com/currencies/c20/,1484610.0,https://crypto20.com/,https://open.kakao.com/o/gxk98HA,2018-01-23,4
199,Pillar,https://coinmarketcap.com/currencies/pillar/,PLR,https://www.feixiaohao.com/currencies/pillar/,39071.3,https://pillarproject.io/,"https://community.pillarproject.io , https://t.me/pillarofficial",2017-07-25,6
200,CloakCoin,https://coinmarketcap.com/currencies/cloakcoin/,CLOAK,https://www.feixiaohao.com/currencies/cloakcoin/,7497760.0,https://www.cloakcoin.com/,"https://t.me/cloakproject , https://chat.cloakcoin.com",2014-06-03,8
201,Republic Protocol,https://coinmarketcap.com/currencies/republic-protocol/,REN,https://www.feixiaohao.com/currencies/republic-protocol/,3155860.0,https://republicprotocol.com/,"https://t.me/republicprotocol , https://t.me/republicprotocolannouncements",2018-02-22,9
202,Primas,https://coinmarketcap.com/currencies/primas/,PST,https://www.feixiaohao.com/currencies/primas/,17707600.0,https://primas.io/,,2017-08-29,4
203,AdEx,https://coinmarketcap.com/currencies/adx-net/,ADX,https://www.feixiaohao.com/currencies/adx-net/,3033600.0,https://www.adex.network/,https://t.me/AdExNetwork,,10
204,PayPie,https://coinmarketcap.com/currencies/paypie/,PPP,https://www.feixiaohao.com/currencies/paypie/,639021.0,https://www.paypie.com/,https://t.me/PayPie,2017-10-11,5
205,ZClassic,https://coinmarketcap.com/currencies/zclassic/,ZCL,https://www.feixiaohao.com/currencies/zclassic/,879148.0,http://zclassic.org/,,,4
206,OST,https://coinmarketcap.com/currencies/ost/,OST,https://www.feixiaohao.com/currencies/ost/,1500480.0,https://ost.com,https://t.me/OSTdotcom,,0
207,Electra,https://coinmarketcap.com/currencies/electra/,ECA,https://www.feixiaohao.com/currencies/electra/,605939.0,https://electraproject.org/,"https://t.me/ElectracoinECA , https://discordapp.com/invite/B8F7Jdv",,4
208,MediShares,https://coinmarketcap.com/currencies/medishares/,MDS,https://www.feixiaohao.com/currencies/medishares/,2473470.0,http://www.medishares.org/,,2017-12-14,4
209,Ripio Credit Network,https://coinmarketcap.com/currencies/ripio-credit-network/,RCN,https://www.feixiaohao.com/currencies/ripio-credit-network/,4090280.0,https://ripiocredit.network/,https://t.me/RCNchat,2017-10-27,10
210,Rock,https://coinmarketcap.com/currencies/rock/,RKT,https://www.feixiaohao.com/currencies/rock/,601635.0,https://gbx.gi/,https://t.me/GBXCommunity,2018-03-01,4
211,BLOCKv,https://coinmarketcap.com/currencies/blockv/,VEE,https://www.feixiaohao.com/currencies/blockv/,767916.0,https://blockv.io/,https://t.me/block_v,2017-11-29,7
212,Jibrel Network,https://coinmarketcap.com/currencies/jibrel-network/,JNT,https://www.feixiaohao.com/currencies/jibrel-network/,1669120.0,https://jibrel.network/,https://t.me/jibrel_network,2018-02-03,0
213,Telcoin,https://coinmarketcap.com/currencies/telcoin/,TEL,https://www.feixiaohao.com/currencies/telcoin/,340642.0,https://www.telco.in/,https://t.me/telcoincommunity,2018-01-14,4
214,DATx,https://coinmarketcap.com/currencies/datx/,DATX,https://www.feixiaohao.com/currencies/datx/,36014.3,https://www.datx.co/,https://t.me/datxofficial01,2018-03-09,4
215,Bread,https://coinmarketcap.com/currencies/bread/,BRD,https://www.feixiaohao.com/currencies/bread/,5520600.0,https://BRD.com ,https://t.me/joinchat/HB6JsUq7-w-y6l5DrfRV-A,2017-12-25,7
216,Primecoin,https://coinmarketcap.com/currencies/primecoin/,XPM,https://www.feixiaohao.com/currencies/primecoin/,434553.0,http://primecoin.io/,,2013-07-12,7
217,EDUCare,https://coinmarketcap.com/currencies/educare/,EKT,https://www.feixiaohao.com/currencies/educare/,26020200.0,http://ekt8.io/,https://t.me/joinchat/G87p8hAR8y4n_doleuXDqA,2018-01-24,0
218,AirSwap,https://coinmarketcap.com/currencies/airswap/,AST,https://www.feixiaohao.com/currencies/airswap/,2284940.0,https://www.airswap.io/,,2017-10-18,7
219,Eidoo,https://coinmarketcap.com/currencies/eidoo/,EDO,https://www.feixiaohao.com/currencies/eidoo/,7216810.0,https://eidoo.io/,https://t.me/joinchat/F4ox3EO_ubynqlzakd6lKw,2017-10-18,9
220,Einsteinium,https://coinmarketcap.com/currencies/einsteinium/,EMC2,https://www.feixiaohao.com/currencies/einsteinium/,987018.0,https://www.emc2.foundation/,https://t.me/emc2_official,2014-03-01,4
221,BitBay,https://coinmarketcap.com/currencies/bitbay/,BAY,https://www.feixiaohao.com/currencies/bitbay/,281286.0,http://bitbay.market/,"https://t.me/bitbayofficial , https://discord.gg/sP8b66W",,4
222,Quantum Resistant Ledger,https://coinmarketcap.com/currencies/quantum-resistant-ledger/,QRL,https://www.feixiaohao.com/currencies/quantum-resistant-ledger/,223470.0,https://theqrl.org/,https://discord.gg/BheKAZb,2017-03-21,4
223,DAEX,https://coinmarketcap.com/currencies/daex/,DAX,https://www.feixiaohao.com/currencies/daex/,6015100.0,https://daex.io/,"https://t.me/daexofficialgroup_en , https://t.me/daexofficialgroup",2018-05-02,2
224,Burst,https://coinmarketcap.com/currencies/burst/,BURST,https://www.feixiaohao.com/currencies/burst/,269122.0,https://www.burst-coin.org,"https://t.me/burstcoin , https://discord.gg/Z2HSNFv",2014-08-10,4
225,Oyster,https://coinmarketcap.com/currencies/oyster/,PRL,https://www.feixiaohao.com/currencies/oyster/,339415.0,https://oysterprotocol.com/,https://t.me/oysterprotocol,,6
226,district0x,https://coinmarketcap.com/currencies/district0x/,DNT,https://www.feixiaohao.com/currencies/district0x/,2046930.0,https://district0x.io/,"https://t.me/district0x , https://district0x.chat/",2017-08-04,11
227,Experience Points,https://coinmarketcap.com/currencies/experience-points/,XP,https://www.feixiaohao.com/currencies/experience-points/,538340.0,http://www.xpcoin.io/,"https://t.me/xpcoin , https://discordapp.com/invite/NYMAUec",,4
228,Banca,https://coinmarketcap.com/currencies/banca/,BANCA,https://www.feixiaohao.com/currencies/banca/,4304660.0,https://www.banca.world/,"https://t.me/banca_official , https://t.me/BancaPublic",2018-03-19,3
229,SingularDTV,https://coinmarketcap.com/currencies/singulardtv/,SNGLS,https://www.feixiaohao.com/currencies/singulardtv/,686326.0,"https://singulardtv.com/ , https://medium.com/@SingularDTV",https://singulardtv.slack.com/,,10
230,Edgeless,https://coinmarketcap.com/currencies/edgeless/,EDG,https://www.feixiaohao.com/currencies/edgeless/,598663.0,"https://edgeless.io/ , https://www.investors-edgeless.io",https://discord.gg/h8a8Zs3,2017-02-28,6
231,Hydro Protocol,https://coinmarketcap.com/currencies/hydro-protocol/,HOT,https://www.feixiaohao.com/currencies/hydro-protocol/,451590.0,https://thehydrofoundation.com/,https://t.me/hydroprotocol,2018-01-19,0
232,SaluS,https://coinmarketcap.com/currencies/salus/,SLS,https://www.feixiaohao.com/currencies/salus/,739320.0,http://saluscoin.info/,,,2
233,SpankChain,https://coinmarketcap.com/currencies/spankchain/,SPANK,https://www.feixiaohao.com/currencies/spankchain/,39941.5,https://spankchain.com/,https://discord.gg/Rz48YYy,2017-11-24,4
234,AppCoins,https://coinmarketcap.com/currencies/appcoins/,APPC,https://www.feixiaohao.com/currencies/appcoins/,1901470.0,https://appcoins.io/,,2018-01-08,3
235,WePower,https://coinmarketcap.com/currencies/wepower/,WPR,https://www.feixiaohao.com/currencies/wepower/,1811240.0,https://wepower.network/,https://t.me/WePower,2018-02-10,0
236,Viacoin,https://coinmarketcap.com/currencies/viacoin/,VIA,https://www.feixiaohao.com/currencies/viacoin/,1078580.0,http://viacoin.org,https://telegram.me/viacoin,2014-07-20,7
237,Trinity Network Credit,https://coinmarketcap.com/currencies/trinity-network-credit/,TNC,https://www.feixiaohao.com/currencies/trinity-network-credit/,2754940.0,https://trinity.tech/,https://t.me/TrinityStateChannels,2018-01-23,0
238,WaBi,https://coinmarketcap.com/currencies/wabi/,WABI,https://www.feixiaohao.com/currencies/wabi/,594432.0,https://wacoin.io/,"https://t.me/wabiico , http://slack.wacoin.io/",2017-12-13,5
239,Ravencoin,https://coinmarketcap.com/currencies/ravencoin/,RVN,https://www.feixiaohao.com/currencies/ravencoin/,433509.0,https://ravencoin.org/,"https://t.me/RavencoinDev , https://discordapp.com/invite/CqbfUZd",2018-03-11,3
240,UTRUST,https://coinmarketcap.com/currencies/utrust/,UTK,https://www.feixiaohao.com/currencies/utrust/,394461.0,https://utrust.com/,https://t.me/utrustofficial,2017-12-30,2
241,HTMLCOIN,https://coinmarketcap.com/currencies/html-coin/,HTML,https://www.feixiaohao.com/currencies/html-coin/,353627.0,http://www.htmlcoin.com/,https://t.me/officialhtmlcoin,2017-12-29,4
242,LinkEye,https://coinmarketcap.com/currencies/linkeye/,LET,https://www.feixiaohao.com/currencies/linkeye/,1768600.0,http://www.linkeye.com/,"https://t.me/linkeye_en , https://telegram.me/LinkEyeProject",2018-01-26,3
243,Internet Node Token,https://coinmarketcap.com/currencies/internet-node-token/,INT,https://www.feixiaohao.com/currencies/internet-node-token/,7788470.0,https://intchain.io/,,2018-01-15,0
244,ION,https://coinmarketcap.com/currencies/ion/,ION,https://www.feixiaohao.com/currencies/ion/,521081.0,https://ionomy.com/,https://discord.gg/4WZkZJS,,2
245,BitRent,https://coinmarketcap.com/currencies/bitrent/,RNTB,https://www.feixiaohao.com/currencies/bitrent/,543580.0,https://bitrent.io,https://t.me/bitrentio,2018-03-26,3
246,Wings,https://coinmarketcap.com/currencies/wings/,WINGS,https://www.feixiaohao.com/currencies/wings/,5278260.0,https://wings.ai/,https://telegram.me/wingschat,2017-05-23,8
247,Tierion,https://coinmarketcap.com/currencies/tierion/,TNT,https://www.feixiaohao.com/currencies/tierion/,1201960.0,https://tierion.com/,https://discordapp.com/invite/9HM4Qy9,2017-08-28,10
248,MinexCoin,https://coinmarketcap.com/currencies/minexcoin/,MNX,https://www.feixiaohao.com/currencies/minexcoin/,46069.6,https://minexcoin.com/,https://t.me/minexcoin,2017-11-03,2
249,Modum,https://coinmarketcap.com/currencies/modum/,MOD,https://www.feixiaohao.com/currencies/modum/,594807.0,https://modum.io/,"https://t.me/joinchat/GOpSHUkujWHJ_D_AXK8WQA , https://t.me/joinchat/GOpSHU5-4UZ_jmgQegnP6w",2017-10-24,7
250,BABB,https://coinmarketcap.com/currencies/babb/,BAX,https://www.feixiaohao.com/currencies/babb/,583803.0,https://getbabb.com/,https://t.me/joinchat/E7lsBw5BqFHVEz1etGm9ww,2018-03-10,3
251,Electrify.Asia,https://coinmarketcap.com/currencies/electrifyasia/,ELEC,https://www.feixiaohao.com/currencies/electrifyasia/,229050.0,https://electrify.asia/,https://t.me/electrifyasia,2018-03-10,5
252,INS Ecosystem,https://coinmarketcap.com/currencies/ins-ecosystem/,INS,https://www.feixiaohao.com/currencies/ins-ecosystem/,2747690.0,https://ins.world/,"https://t.me/ins_ecosystem , https://t.me/ins_ecosystem_cn",2018-01-11,7
253,NANJCOIN,https://coinmarketcap.com/currencies/nanjcoin/,NANJ,https://www.feixiaohao.com/currencies/nanjcoin/,739502.0,https://nanjcoin.com/,https://discordapp.com/invite/xa94m8F,2018-03-21,3
254,VIBE,https://coinmarketcap.com/currencies/vibe/,VIBE,https://www.feixiaohao.com/currencies/vibe/,773544.0,https://www.vibehub.io/,https://discordapp.com/invite/rDJTpxC,2017-09-26,4
255,DECENT,https://coinmarketcap.com/currencies/decent/,DCT,https://www.feixiaohao.com/currencies/decent/,1622120.0,https://decent.ch/,,2016-09-10,6
256,U Network,https://coinmarketcap.com/currencies/u-network/,UUU,https://www.feixiaohao.com/currencies/u-network/,605247.0,https://u.network/,https://t.me/UNetwork,2018-04-18,0
257,Havven,https://coinmarketcap.com/currencies/havven/,HAV,https://www.feixiaohao.com/currencies/havven/,1231660.0,https://havven.io/,https://t.me/havven_official1,2018-03-15,6
258,Bodhi,https://coinmarketcap.com/currencies/bodhi/,BOT,https://www.feixiaohao.com/currencies/bodhi/,3579260.0,http://www.bodhi.network/,http://t.me/bodhifoundation,2017-11-21,7
259,Counterparty,https://coinmarketcap.com/currencies/counterparty/,XCP,https://www.feixiaohao.com/currencies/counterparty/,109561.0,http://counterparty.io/,,2014-01-02,4
260,Gulden,https://coinmarketcap.com/currencies/gulden/,NLG,https://www.feixiaohao.com/currencies/gulden/,51867.7,https://gulden.com/,,,7
261,Storiqa,https://coinmarketcap.com/currencies/storiqa/,STQ,https://www.feixiaohao.com/currencies/storiqa/,213241.0,https://crowdsale.storiqa.com/,https://t.me/storiqa_en,2018-03-15,5
262,bitCNY,https://coinmarketcap.com/currencies/bitcny/,BITCNY,https://www.feixiaohao.com/currencies/bitcny/,28110300.0,,,,8
263,QLINK,https://coinmarketcap.com/currencies/qlink/,QLC,https://www.feixiaohao.com/currencies/qlink/,5417570.0,http://qlink.mobi/,https://t.me/joinchat/F2sRmw4x_mzgSHKhyH5AFQ,2017-12-30,3
264,Pura,https://coinmarketcap.com/currencies/pura/,PURA,https://www.feixiaohao.com/currencies/pura/,5062500.0,http://www.pura.one/,,,3
265,LBRY Credits,https://coinmarketcap.com/currencies/library-credit/,LBC,https://www.feixiaohao.com/currencies/library-credit/,193246.0,"https://lbry.io/ , https://lbry.community/","https://chat.lbry.io/ , https://t.me/lbryofficial",2016-07-04,4
266,Odyssey,https://coinmarketcap.com/currencies/odyssey/,OCN,https://www.feixiaohao.com/currencies/odyssey/,25462800.0,"http://www.ocoins.cc/ , http://ocoins.es/","https://t.me/OdysseyOfficial , https://t.me/ODysseySPANISH",2018-01-25,12
267,Dai,https://coinmarketcap.com/currencies/dai/,DAI,https://www.feixiaohao.com/currencies/dai/,749905.0,http://www.makerdao.com/,https://chat.makerdao.com/,2017-12-25,7
268,CPChain,https://coinmarketcap.com/currencies/cpchain/,CPC,https://www.feixiaohao.com/currencies/cpchain/,2906910.0,http://www.cpchain.io/,https://t.me/cpchain,2018-01-31,1
269,Dock,https://coinmarketcap.com/currencies/dock/,DOCK,https://www.feixiaohao.com/currencies/dock/,2569450.0,https://dock.io,https://t.me/dockio,2018-04-25,4
270,KickCoin,https://coinmarketcap.com/currencies/kickico/,KICK,https://www.feixiaohao.com/currencies/kickico/,879232.0,https://www.kickico.com/,https://t.me/kickico,2017-10-05,11
271,Wagerr,https://coinmarketcap.com/currencies/wagerr/,WGR,https://www.feixiaohao.com/currencies/wagerr/,28644.5,https://www.wagerr.com/,https://discordapp.com/invite/tkcXS34,2017-07-06,4
272,Lunyr,https://coinmarketcap.com/currencies/lunyr/,LUN,https://www.feixiaohao.com/currencies/lunyr/,33232400.0,https://lunyr.com/,,2017-03-29,9
273,YEE,https://coinmarketcap.com/currencies/yee/,YEE,https://www.feixiaohao.com/currencies/yee/,3520780.0,http://www.yeefoundation.com/,,2018-01-12,3
274,Hydrogen,https://coinmarketcap.com/currencies/hydrogen/,HYDRO,https://www.feixiaohao.com/currencies/hydrogen/,2628160.0,https://www.hydrogenplatform.com/hydro,https://t.me/joinchat/H3uDdQ9JBFyV1UL35xX4VQ,2018-05-02,2
275,Zoin,https://coinmarketcap.com/currencies/zoin/,ZOI,https://www.feixiaohao.com/currencies/zoin/,346554.0,http://zoinofficial.com/,"https://discordapp.com/invite/mE3KemF , https://t.me/zoincommunity",,3
276,Viberate,https://coinmarketcap.com/currencies/viberate/,VIB,https://www.feixiaohao.com/currencies/viberate/,9671520.0,https://www.viberate.com/,https://t.me/ViberateOfficial,2017-10-07,10
277,MobileGo,https://coinmarketcap.com/currencies/mobilego/,MGO,https://www.feixiaohao.com/currencies/mobilego/,1118040.0,https://mobilego.io/,https://t.me/mobilego,2017-04-25,8
278,Soarcoin,https://coinmarketcap.com/currencies/soarcoin/,SOAR,https://www.feixiaohao.com/currencies/soarcoin/,29953.2,http://soarlabs.org/,https://t.me/joinchat/FoiRKg5U9wMPNAKz3mVflA,,1
279,Blox,https://coinmarketcap.com/currencies/blox/,CDT,https://www.feixiaohao.com/currencies/blox/,711619.0,https://blox.io/,,,0
280,Feathercoin,https://coinmarketcap.com/currencies/feathercoin/,FTC,https://www.feixiaohao.com/currencies/feathercoin/,127622.0,"http://feathercoin.com , https://feathercoin.foundation/",https://telegram.me/feathercoinofficial,2013-04-16,8
