name,link,rating,start,end,website,telegram,telegram_count,facebook,facebook_count,twitter,twitter_count,symbol,platform,type,raised
adamant-messenger,https://icobench.com/ico/adamant-messenger/,4.1,30-Jan-18,30-Jun-18,https://adamant.im/?utm_source=icobench,https://t.me/adamant_im,1397,https://www.facebook.com/adamant.im,466,https://twitter.com/adamant_im,908,ADM,Lisk,Own,0
apres,https://icobench.com/ico/apres/,4.1,2-Mar-18,30-Jun-18,https://www.apresnet.com/?utm_source=icobench,https://t.me/ApresNet,5396,https://www.facebook.com/ApresNet/,2470,https://twitter.com/ApresNet,12984,APS,Ethereum,ERC20,0
attrace,https://icobench.com/ico/attrace/,4.2,21-Jun-18,5-Jul-18,https://attrace.com?utm_source=icobench,https://t.me/attrace,2478,https://www.facebook.com/AttraceNetwork,338,https://twitter.com/AttraceNetwork,829,ATTR,Ethereum,ERC20,0
aurum,https://icobench.com/ico/aurum/,4.1,20-Jun-18,21-Aug-18,https://aurum.services/?utm_source=icobench,https://t.me/joinchat/HIm9aQyNIjo90r9sZEV1Nw,167,https://www.facebook.com/groups/168941810366350/,0,https://twitter.com/AurumToken,287,AURUM,Ethereum,ERC20,0
benchmark,https://icobench.com/ico/benchmark/,4.1,28-May-18,31-Aug-18,https://benchmarktoken.io/en/?utm_source=icobench,https://t.me/benchmarktoken,2338,https://facebook.com/benchmarktoken,1057,https://twitter.com/benchmarktoken,1387,BMK,Ethereum,ERC223,0
bitdrive,https://icobench.com/ico/bitdrive/,3.7,20-Jul-18,30-Sep-18,https://www.bitdrive.tech?utm_source=icobench,https://t.me/joinchat/Hl1YAAt7nRA1hxbbkLYnaA,1373,https://www.facebook.com/BitdriveInc,1587,https://twitter.com/bitdriveinc,7110,BTD,Ethereum,ERC20,0
bitnautic,https://icobench.com/ico/bitnautic/,4.3,1-Jun-18,30-Jul-18,https://bitnautic.io?utm_source=icobench,ttps://t.me/bitnautic,0,https://www.facebook.com/bitnautic/,82560,https://twitter.com/BitNautic,25,BTNT,Ethereum,ERC20,0
bizshake,https://icobench.com/ico/bizshake/,3.5,1-Oct-18,14-Oct-18,https://bizshake.io?utm_source=icobench,https://t.me/bizshake,27710,https://www.facebook.com/bizshake,19785,https://twitter.com/BizShake_ico,26293,BZS,NEO,NEP-5,0
blockgrain,https://icobench.com/ico/blockgrain/,3.6,21-Apr-18,31-Jul-18,https://blockgrain.io/?utm_source=icobench,https://t.me/BlockGrain,2143,https://www.facebook.com/BlockGrain/,2047,https://twitter.com/BlockGrain,1793,AGRI,Ethereum,ERC20,0
borneo,https://icobench.com/ico/borneo/,4.1,1-May-18,30-Jun-18,https://ico.borneofirst.com?utm_source=icobench,https://t.me/joinchat/IblZdBBewOsXg7gI6kQXUg,4411,https://www.facebook.com/borneofirstico,2123,https://twitter.com/Borneo_ICO,2006,BMG,Ethereum,ERC20,0
bountie,https://icobench.com/ico/bountie/,4.2,23-Sep-18,27-Oct-18,http://bountie.io?utm_source=icobench,https://t.me/joinchat/GF8V1A6KA7H1AlXSVwy6VQ,23280,https://www.facebook.com/BountieGaming/,5194,https://twitter.com/BountieGaming,2999,BNTE,Ethereum,ERC20,0
brainerz,https://icobench.com/ico/brainerz/,3.7,9-Jul-18,23-Jul-18,https://www.brainerz.io?utm_source=icobench,https://t.me/Play_BrainerZ,19191,https://www.facebook.com/brainerz.io/,2452,https://twitter.com/Play_BrainerZ,2900,BRNZ,Ethereum,ERC20,0
bronix-ico,https://icobench.com/ico/bronix-ico/,3.1,22-Jun-18,22-Jul-18,http://bronix.io/?utm_source=icobench,https://t.me/bronixcoin,0,https://www.facebook.com/bronixcoin/,9346,https://twitter.com/Brnxcoin,28,Bronix Token,Ethereum,ERC20,0
cotrader,https://icobench.com/ico/cotrader/,4.1,1-Aug-18,31-Aug-18,https://cotrader.com?utm_source=icobench,https://t.me/cotrader,39843,https://www.facebook.com/cotrader,27063,https://twitter.com/cotrader_com,31118,COT,Ethereum,ERC20,0
cotrader,https://icobench.com/ico/cotrader/,4.1,1-Aug-18,31-Aug-18,https://cotrader.com?utm_source=icobench,https://t.me/cotrader,39845,https://www.facebook.com/cotrader,27063,https://twitter.com/cotrader_com,31118,COT,Ethereum,ERC20,0
crowdtoken,https://icobench.com/ico/crowdtoken/,4.1,1-Jul-18,Unknown,https://crowdtoken.sale?utm_source=icobench,https://t.me/CRTK18,17135,https://www.facebook.com/iCrowdU/,172191,https://twitter.com/icrowdu,27396,CRTK,Ethereum,ERC20,0
cryptoads,https://icobench.com/ico/cryptoads/,4,15-May-18,14-Jul-18,https://tokensale.cfc.io/?utm_source=icobench,https://t.me/cryptoads_marketplace_en,3502,https://business.facebook.com/CallsFreeCalls/,17605,https://twitter.com/CallsFreeCalls,43548,CRAD,Ethereum,ERC20,0
czero,https://icobench.com/ico/czero/,4.1,10-Jun-18,10-Jul-18,https://token.czeromobility.com?utm_source=icobench,https://t.me/CZeroToken,5310,https://www.facebook.com/CZ.CZeroMobility/,815,https://twitter.com/CZeroMobility,4036,CZMT,Ethereum,ERC20,0
dacc,https://icobench.com/ico/dacc/,4.1,10-Jun-18,30-Jun-18,http://www.dacc.co/?utm_source=icobench,https://t.me/dacc_official_group_english,22894,https://www.facebook.com/DACCblockchain,8914,https://twitter.com/DACCblockchain,8712,DACC,Ethereum,ERC20,0
decentralized-news-network,https://icobench.com/ico/decentralized-news-network/,4,1-Jan-18,25-Jul-18,https://dnn.media?utm_source=icobench,http://t.me/DNNMedia,91700,https://www.facebook.com/DNNBlockchain,611,https://twitter.com/DNN_Blockchain,25441,DNN,Ethereum,ERC20,0
dehedge,https://icobench.com/ico/dehedge/,4.1,Unknown,Unknown,https://dehedge.com/?utm_source=icobench,https://t.me/dehedgeofficialchat,10076,https://www.facebook.com/dehedgeofficial,6086,https://twitter.com/De_Hedge,7215,DHT,Ethereum,ERC20,0
developeo,https://icobench.com/ico/developeo/,3.8,6-Aug-18,6-Sep-18,https://www.developeo.com?utm_source=icobench,https://t.me/developeo,24402,https://www.facebook.com/developeodevx,81847,https://www.twitter.com/developeo,29526,DEVX,Ethereum,ERC20,0
discoveryiot,https://icobench.com/ico/discoveryiot/,4.4,15-Jun-18,31-Jul-18,https://discoveryiot.com/?utm_source=icobench,https://t.me/DiscoveryIoT,18,https://www.facebook.com/DiscoveryIoTnetwork/,8,https://twitter.com/discovery_iot,50,DIS,Ethereum,ERC20,0
dragonglass,https://icobench.com/ico/dragonglass/,3.4,16-Feb-18,31-Dec-18,https://dragonglass.com?utm_source=icobench,https://t.me/dragonglassco,1305,https://www.facebook.com/dragonglasscom,1710,https://twitter.com/dragonglasscom,568,DGS,Ethereum,ERC20,0
empowr,https://icobench.com/ico/empowr/,4,16-Apr-18,30-Jun-18,http://www.empowr.com?utm_source=icobench,https://t.me/joinchat/HSki9RFxH1fMpy4CESIfbw,2069,https://www.facebook.com/empowrofficial/,17904,https://twitter.com/EmpowrOfficial,3494,empw,Ethereum,ERC20,0
eternal-trusts,https://icobench.com/ico/eternal-trusts/,4.8,1-Jun-18,1-Oct-18,https://eternaltrusts.io/token?utm_source=icobench,https://t.me/eternaltrusts,11452,https://www.facebook.com/EternalTrusts/,1236,https://twitter.com/Eternal_Trusts,9921,ETT,Ethereum,ERC20,0
firmo,https://icobench.com/ico/firmo/,4.3,14-Aug-18,19-Sep-18,https://www.firmo.network/?utm_source=icobench,https://t.me/firmonetwork,8902,https://www.facebook.com/firmonetwork/,3312,https://twitter.com/firmonetwork,1110,FRM,Ethereum,ERC20,0
gig9,https://icobench.com/ico/gig9/,3.8,1-Jun-18,15-Sep-18,https://www.gig9.io/?utm_source=icobench,https://t.me/joinchat/HC5mohAZwT-ySmwrCewyeA,8444,https://www.facebook.com/GIG9.io/,3196,https://twitter.com/GIG9io,5941,GIG,Ethereum,ERC223,0
gledos,https://icobench.com/ico/gledos/,3.5,4-Sep-18,5-Sep-18,https://gledos.io?utm_source=icobench,https://t.me/Gledos_Official,10875,https://www.facebook.com/Gledos-1970122719969217/,2900,https://twitter.com/thegledos,6281,GLX,Ethereum,ERC20,0
gsc-aviation,https://icobench.com/ico/gsc-aviation/,4.1,1-Jul-18,24-Jul-18,https://gscplatform.io?utm_source=icobench,https://t.me/GSCAviationOfficial,684,https://www.facebook.com/GSC-Aviation-1525424037579841/,602,https://twitter.com/GSCAviation,873,GSCP,Ethereum,ERC20,0
hyperion-fund,https://icobench.com/ico/hyperion-fund/,4.1,10-Mar-18,14-Jul-18,https://hyperion.fund/?utm_source=icobench,https://t.me/HyperionFundICO,7433,https://www.facebook.com/hyperion.fund/,5747,https://twitter.com/Hyperion_Fund,5859,HT,Ethereum,ERC20,0
iame-identity,https://icobench.com/ico/iame-identity/,4.2,18-Apr-18,24-Aug-18,https://iame.io/?utm_source=icobench,https://t.me/iame_identity,2717,https://facebook.com/IAMEidentity,3820,https://twitter.com/@iameidentity,5848,IAM,QTUM,QRC20,0
ingot-coin,https://icobench.com/ico/ingot-coin/,4.1,1-May-18,30-Jun-18,https://www.ingotcoin.io/?utm_source=icobench,https://t.me/INGOTCoin,100000,https://www.facebook.com/ICOINGOT/,2170,https://twitter.com/ICOINGOT,19090,IC,Ethereum,ERC20,0
izetex,https://icobench.com/ico/izetex/,4.2,18-Jul-18,31-Aug-18,http://izx.io/?utm_source=icobench,https://t.me/izetex_en,7640,https://www.facebook.com/izetex,1352,https://twitter.com/izx_io,3294,IZX,Ethereum,ERC20,0
litenett,https://icobench.com/ico/litenett/,3.7,14-May-18,14-Oct-18,http://litenett.com/?utm_source=icobench,http://t.me/litenettcom,7034,https://www.facebook.com/litenettcom/,5395,https://twitter.com/litenettcom,4471,LNC,Ethereum,ERC20,0
media-protocol,https://icobench.com/ico/media-protocol/,4.1,19-Mar-18,Unknown,https://www.mediaprotocol.org?utm_source=icobench,https://t.me/Media_Protocol_Community,14876,https://www.facebook.com/MEDIAProtocol/,911,https://twitter.com/MEDIA_Protocol,10456,MPT,Ethereum,ERC20,0
medicohealth,https://icobench.com/ico/medicohealth/,4.1,1-Jul-18,31-Jul-18,https://medicohealth.io/?utm_source=icobench,https://t.me/MedicoHealthOfficial,3618,https://www.facebook.com/MedicoHealth.io,11150,https://twitter.com/Medico_Health,30712,MHP,Ethereum,ERC20,0
milc,https://icobench.com/ico/milc/,4,1-Jun-18,30-Jun-18,https://www.milc.global/?utm_source=icobench,https://t.me/wdw_milc_en,72925,https://www.facebook.com/MIcroLicensingCoin,564,https://twitter.com/MicroLicCoin,13658,MILC,Ethereum,ERC20,0
nousplatform,https://icobench.com/ico/nousplatform/,4.2,20-May-18,31-Jul-18,https://nousplatform.com/?utm_source=icobench,https://t.me/nousplatform,2064,https://www.facebook.com/nousplatform,27356,https://twitter.com/nousplatform,3339,NSU,Ethereum,ERC20,0
oneplusone,https://icobench.com/ico/oneplusone/,3.6,17-Jul-18,3-Oct-18,https://charityblockchain.io/?utm_source=icobench,https://t.me/oneplusone_en,6948,https://www.facebook.com/1p1.blockchain/,1359,https://twitter.com/1p1_blockchain,7393,CHK,Ethereum + Getone,ERC20,0
qilimanjaro,https://icobench.com/ico/qilimanjaro/,4.1,Unknown,Unknown,https://qilimanjaro.io?utm_source=icobench,https://t.me/qilimanjaro,5367,https://www.facebook.com/QilimanjaroOfficial/,692,https://twitter.com/qilimanjaro,2943,QBIT,Ethereum,ERC20,0
quantor,https://icobench.com/ico/quantor/,4.1,14-May-18,1-Aug-18,http://qntr.co?utm_source=icobench,https://t.me/quantor,5233,https://www.facebook.com/quantor.co/,6028,https://twitter.com/quantor_co,157,QNT,Ethereum,ERC20,0
railz,https://icobench.com/ico/railz/,4,2-Jul-18,23-Jul-18,http://railz.org?utm_source=icobench,https://t.me/RailzOfficial,19249,https://www.facebook.com/railzorg,6007,https://twitter.com/railzofficial/,18024,RLZ,Ethereum,ERC20,0
sandblock,https://icobench.com/ico/sandblock/,4,25-Apr-18,30-Jun-18,https://sandblock.io?utm_source=icobench,https://t.me/sandblock_io,11775,https://www.facebook.com/sandblock.io/,8426,https://twitter.com/sandblock_io,12404,SAT,Ethereum,ERC20,0
sentigraph-io,https://icobench.com/ico/sentigraph-io/,4.4,6-Jul-18,7-Aug-18,https://www.sentigraph.io/?utm_source=icobench,https://t.me/sentigraphICO,5164,https://www.facebook.com/sentigraphico/,211,https://twitter.com/sentigraphico,4286,EMOT,Ethereum,ERC20,0
sgat,https://icobench.com/ico/sgat/,4.1,1-Jun-18,31-Jul-18,https://www.sgat-technologies.com?utm_source=icobench,https://t.me/sgatcoin,3785,https://www.facebook.com/Sgatcoin/,207,https://twitter.com/sgatcoin,886,SGAT,CryptoNight,CryptoNight,0
slp,https://icobench.com/ico/slp/,4.1,Unknown,Unknown,https://slp.network/?utm_source=icobench,https://t.me/slpnetwork,4485,https://www.facebook.com/SLPNetwork/,2700,https://twitter.com/SLP_Network,2148,SLP,Ethereum,ERC20,0
socialgood,https://icobench.com/ico/socialgood/,4.1,23-Apr-18,30-Jun-18,https://socialgood-foundation.com/?utm_source=icobench,https://t.me/Socialgood_io,19448,https://www.facebook.com/SocialGoodFoundation/,51,https://twitter.com/SocialGood_io,500,SG,Ethereum,ERC20,0
staramba,https://icobench.com/ico/staramba/,3.5,20-Jun-18,25-Jul-18,https://www.staramba.com?utm_source=icobench,https://t.me/starambaVR,32911,https://facebook.com/staramba,49362,https://twitter.com/staramba,7103,STT,Ethereum,ERC20,0
tatatu,https://icobench.com/ico/tatatu/,4.1,11-Jun-18,30-Jun-18,https://tatatutoken.io?utm_source=icobench,ttps://t.me/tatatuofficial,0,https://www.facebook.com/TatatuOfficial/,11842,https://twitter.com/TaTaTu_Official,4072,TTU,Ethereum,ERC20,0
terawatt,https://icobench.com/ico/terawatt/,4.1,21-Jun-18,7-Jul-18,https://www.terawattled.com?utm_source=icobench,https://t.me/terawattico,52851,https://facebook.com/Terawatt/,241,https://twitter.com/TeraWatt_2018?lang=en,3964,LED,Ethereum,ERC20,0
trivver,https://icobench.com/ico/trivver/,4.1,15-Jun-18,28-Sep-18,https://www.trivver.com/tokensale?utm_source=icobench,https://t.me/trivvertokensale,330,https://www.facebook.com/TrivverInc/,47,https://twitter.com/TrivverInc,139,TRVR,Ethereum,ERC20,0
unitedfans,https://icobench.com/ico/unitedfans/,3.6,31-May-18,30-Jun-18,https://unitedfans.co?utm_source=icobench,https://t.me/unitedfansco,4455,https://www.facebook.com/unitedfans.co/,2495,https://twitter.com/UnitedFans_co,5644,GOAL,Ethereum,ERC20,0
vantage-token,https://icobench.com/ico/vantage-token/,4.1,1-Aug-18,15-Sep-18,https://vantage.network/?utm_source=icobench,https://t.me/vantageofficial,527,https://www.facebook.com/vantagetoken/,4126,https://twitter.com/vantagetoken,6431,XVT,Ethereum,ERC20,0
viarium,https://icobench.com/ico/viarium/,4.2,1-Jul-18,31-Jul-18,https://en.viarium.io/?utm_source=icobench,https://t.me/viariumen,11194,https://www.facebook.com/ViariumProject/,239,https://twitter.com/ViariumProject,86,VRX,Ethereum,ERC20,0
vibeo,https://icobench.com/ico/vibeo/,4.1,18-Sep-18,2-Oct-18,https://vibeo.io?utm_source=icobench,https://t.me/vbeocoin,5364,https://www.facebook.com/vibeoapp/,7,https://twitter.com/Vibeocoin,882,VBEO,Ethereum,ERC20,0
wizebit,https://icobench.com/ico/wizebit/,4.3,17-Jun-18,27-Jul-18,https://www.wizebit.com?utm_source=icobench,https://t.me/joinchat/FUnJnU7fMa6Zy6K11pn0VA,18711,https://www.facebook.com/wizebit,17844,https://twitter.com/wizebit,18605,WIZE,WizeBit,ERC20,0
xchng,https://icobench.com/ico/xchng/,3.8,20-Jul-18,20-Aug-18,https://www.xchng.io/?utm_source=icobench,https://t.me/xchng,27788,https://www.facebook.com/onxchng/,247,https://twitter.com/onxchng,427,XCHNG,Ethereum,ERC20,0
zeew,https://icobench.com/ico/zeew/,4,14-May-18,20-Aug-18,https://ico.zeew.eu/?utm_source=icobench,https://t.me/Zeewgroup,5441,https://www.facebook.com/ZeewApp/,5468,https://twitter.com/ZeewApp,252,ZEEW,Ethereum,ERC20,0
3dchain,https://icobench.com/ico/3dchain/,3.7,1-Sep-18,30-Dec-18,http://www.3dchain.io?utm_source=icobench,https://t.me/DecentralizedManufcturing,114,https://www.facebook.com/3dchain/,87,https://twitter.com/3dchain,402,3xD,Ethereum,ERC20,0
accounting-blockchain,https://icobench.com/ico/accounting-blockchain/,4,15-Jul-18,30-Aug-18,https://www.theaccountingblockchain.io/?utm_source=icobench,https://t.me/accountingblockchain,26923,http://www.facebook.com/accountingblockchain,5499,https://twitter.com/ABblockchain,26273,TAB,Ethereum,ERC20,0
aqua,https://icobench.com/ico/aqua/,4,7-May-18,30-Jul-18,https://aquaintel.io/?utm_source=icobench,https://t.me/aquaintel,16014,https://www.facebook.com/aqua.intelligence/,12533,ttps://twitter.com/aqua_intel,2168,AQX,Ethereum,ERC20,0
asura-coin,https://icobench.com/ico/asura-coin/,4.2,2-Jun-18,30-Jun-18,https://asuracoin.io/?utm_source=icobench,https://t.me/asuracoin,21100,https://www.facebook.com/asuracoin/,10169,https://twitter.com/asuracoin,10207,ASA,NEO,NEP-5,0
beaxy-exchange,https://icobench.com/ico/beaxy-exchange/,4,15-Jun-18,1-Aug-18,https://beaxy.com/?utm_source=icobench,https://t.me/Beaxy,18171,https://www.facebook.com/beaxyexchange/,380,https://twitter.com/BeaxyExchange,16713,BXY,Ethereum,ERC20,0
bitschool,https://icobench.com/ico/bitschool/,4.2,Unknown,Unknown,https://www.bitschool.io/?utm_source=icobench,t.me/BitSchoolai,0,https://www.facebook.com/BitschoolAI/,9469,https://twitter.com/bitschoolai,12039,BSCH,Ethereum,ERC20,0
buddtoken,https://icobench.com/ico/buddtoken/,4.3,26-Jun-18,30-Jul-18,http://buddtoken.com/?utm_source=icobench,https://t.me/buddtokenico,0,https://facebook.com/Budd-Token-1963547090529195/,436,https://twitter.com/BuddToken,1300,BUDD,Ethereum,ERC20,0
buff,https://icobench.com/ico/buff/,4,Unknown,Unknown,https://buff.game/?utm_source=icobench,https://telegram.org/buff_game,0,https://www.facebook.com/buff.game/,8659,https://twitter.com/BUFF_Team,8659,BUFF,Ethereum,ERC20,0
coinseason,https://icobench.com/ico/coinseason/,4,15-Jun-18,21-Aug-18,https://www.coinseason.com/ico?utm_source=icobench,http://t.me/Coinseason,2386,https://www.facebook.com/CoinseasonCSZ/,118,https://twitter.com/CoinSeason,413,CSZ,Ethereum,ERC20,0
concertvr,https://icobench.com/ico/concertvr/,4.3,15-Apr-18,31-Dec-18,http://www.concertvr.io/?utm_source=icobench,https://t.me/concertVR1,35168,https://www.facebook.com/concertvr/,23896,https://twitter.com/simplybethere,20351,CVT,Ethereum,ERC20,0
dino,https://icobench.com/ico/dino/,4,Unknown,Unknown,https://www.dinoplatform.com/?utm_source=icobench,https://t.me/dinocoin,29491,https://www.facebook.com/Dino.Platform/,249,https://twitter.com/DinoPlatform,314,DINO,Ethereum,ERC20,0
ebyte,https://icobench.com/ico/ebyte/,3.6,1-Jun-18,30-Jun-18,https://www.ebyte.sale/en/?utm_source=icobench,https://t.me/eByteCryptocurrency,450,https://www.facebook.com/eByteCommunity/,41764,https://twitter.com/eByteCommunity,1275,eByte,Ethereum,ERC20,0
eharvesthub-1,https://icobench.com/ico/eharvesthub-1/,4.5,20-Jun-18,4-Jul-18,https://www.eHarvestHub.com?utm_source=icobench,https://t.me/ehhICO,655,https://www.facebook.com/eHarvestHub,4478,www.twitter.com/eharvesthub,4601,EHH,Ethereum,ERC20,0
enkidu,https://icobench.com/ico/enkidu/,4,15-Jun-18,15-Aug-18,https://enkidu.io?utm_source=icobench,https://t.me/enkiduofficial,15554,https://www.facebook.com/Enkidu.io/,5244,https://twitter.com/Enkidu_io,11866,ENK,Ethereum,ERC20,0
epigencare,https://icobench.com/ico/epigencare/,3.9,16-Apr-18,31-Jul-18,https://www.epigencare.com/?utm_source=icobench,https://t.me/epigencare,1209,https://www.facebook.com/epigencare,1322,https://www.twitter.com/epigencare,768,EPIC,Ethereum,ERC20,0
fairwin,https://icobench.com/ico/fairwin/,3.8,7-Jul-18,7-Aug-18,http://fairwin.io/?utm_source=icobench,https://t.me/fair_win,2524,https://www.facebook.com/fairwin.gambling/,2956,https://twitter.com/FairwinGambling,529,FWIN,Ethereum,ERC20,0
fast-invest,https://icobench.com/ico/fast-invest/,3.9,1-Apr-18,1-Apr-19,https://fastinvest.com/en/ico?utm_source=icobench,https://t.me/joinchat/HQ8U2xFlDDyYN1WVF6YO9g,6913,https://www.facebook.com/fastinvest/,0,https://twitter.com/FASTINVEST_COM,6357,FIT,Ethereum,ERC20,0
gagapay-network,https://icobench.com/ico/gagapay-network/,3.7,30-Apr-18,15-Jul-18,https://gagapay.network?utm_source=icobench,https://t.me/gagapay_network,32705,https://www.facebook.com/GagaPaybtc/,10144,https://twitter.com/GagapayOfficial,22941,GTA,NEO,NEP-5,0
gamblica,https://icobench.com/ico/gamblica/,4.2,1-Mar-18,1-Aug-18,https://gamblica.com?utm_source=icobench,https://t.me/gamblicachat,2564,https://www.facebook.com/gamblica,6801,https://twitter.com/gamblica,2012,GMBC,Ethereum,ERC20,0
gimmer,https://icobench.com/ico/gimmer/,3.6,Unknown,Unknown,https://token.gimmer.net/?utm_source=icobench,https://t.me/gimmertoken,7164,https://www.facebook.com/gimmerbot/,16444,https://twitter.com/gimmerbot,4927,GMR,Ethereum,0,0
globexsci,https://icobench.com/ico/globexsci/,4,20-Apr-18,1-Jul-18,https://globexsci.io?utm_source=icobench,https://t.me/globexSCI,2240,https://www.facebook.com/GlobexSCI,727,https://twitter.com/GlobexSci,635,GSI,Ethereum,ERC20,0
humanscape,https://icobench.com/ico/humanscape/,4,22-Jun-18,29-Jun-18,https://humanscape.io/?utm_source=icobench,https://t.me/Humanscape,4251,https://www.facebook.com/humanscape,3333,https://twitter.com/Humanscape_ICO,2608,HUM,Ethereum,ERC20,0
hydrocoin,https://icobench.com/ico/hydrocoin/,3.8,1-Apr-18,30-Sep-18,https://hydrocoin.org/?utm_source=icobench,https://t.me/joinchat/EQ1AWRGDGIbKbWZHViZtIA,3095,https://www.facebook.com/hydrocoinhyc,1920,https://twitter.com/HydroCoinhyc,2691,HYC,Ethereum,ERC20,0
icebreakerar,https://icobench.com/ico/icebreakerar/,3.4,1-Aug-18,14-Aug-18,https://www.icebreakerar.com?utm_source=icobench,https://t.me/IceBreakerAR,8393,https://www.facebook.com/icebreakerar,390,https://twitter.com/IceBreakerAR,3860,ICE,Ethereum,ERC20,0
imusify,https://icobench.com/ico/imusify/,3.8,1-Aug-18,1-Sep-18,https://www.imusify.com/?utm_source=icobench,https://t.me/imusifycommunity,7296,https://www.facebook.com/imusify,1945,https://twitter.com/imusify,2852,IMU,NEO,NEP-5,0
inscoin-for-knox-project,https://icobench.com/ico/inscoin-for-knox-project/,4.1,23-Jun-18,8-Jul-18,https://inscoin.co?utm_source=icobench,https://t.me/inscoinico,52711,https://www.facebook.com/Inscoin-for-Knox-1802470656458272/,423,https://twitter.com/InsCoinforKnox,28779,INSC,Ethereum,ERC20,0
international-science-hub,https://icobench.com/ico/international-science-hub/,3.2,1-Jun-18,15-Aug-18,https://ish.earth/?utm_source=icobench,https://tmtr.me/ish_earth,0,https://www.facebook.com/InternationalScienceHub/,6,https://twitter.com/ish_earth,414,ST,Ethereum,ERC20,0
ionchain,https://icobench.com/ico/ionchain/,4,7-Jul-18,14-Jul-18,https://ionchain.io/?utm_source=icobench,https://t.me/joinchat/Iw9TNUWZmVt_8CAuW_dc9Q,18254,https://www.facebook.com/chainion,30,https://twitter.com/ion_chain,16731,IONC,Ethereum,ERC20,0
kimera,https://icobench.com/ico/kimera/,3.9,30-Apr-18,1-Jul-18,https://kimera.ai?utm_source=icobench,http://t.me/kimeraagi,7343,https://www.facebook.com/kimerasystems/,6331,https://twitter.com/kimerasystems,5924,KIMERA,Ethereum,ERC20,0
kinetic-revolution,https://icobench.com/ico/kinetic-revolution/,4,15-Jun-18,15-Jul-18,https://kineticex.io/?utm_source=icobench,https://t.me/KineticexRevolution,2575,https://www.facebook.com/kineticex.io/,11495,https://twitter.com/Kineticex,7971,KRC,Ethereum,ERC20,0
kurecoin,https://icobench.com/ico/kurecoin/,3.2,1-Jun-18,30-Jun-18,https://kurecoinhub.io?utm_source=icobench,https://t.me/joinchat/HHhrukaomo9NuyLeqARBCg,33856,https://www.facebook.com/Kure-Coin-Hub-184073272182991,23037,https://twitter.com/KureCoinHub,21715,KRC,Ethereum,ERC20,0
liquidity-network,https://icobench.com/ico/liquidity-network/,4.1,14-Jun-18,28-Jul-18,https://liquidity.network?utm_source=icobench,https://t.me/liquiditynetwork,19784,0,0,https://twitter.com/liquiditynet,3174,LQD,Ethereum,ERC20,0
mobilebridge-momentum,https://icobench.com/ico/mobilebridge-momentum/,3.4,Unknown,Unknown,https://www.momentumtoken.io/?utm_source=icobench,https://t.me/MomentumToken,5271,https://www.facebook.com/Momentum-Token-New-Zealand-406459586490664/,151,https://twitter.com/MomentumToken,2314,MMTM,Ethereum,ERC20,0
monetizr,https://icobench.com/ico/monetizr/,4,25-Jul-18,25-Aug-18,https://www.monetizr.io/?utm_source=icobench,https://t.me/monetizr,729,https://www.facebook.com/themonetizr,232,https://twitter.com/TheMonetizr,740,MTZ,Ethereum,ERC20,0
monopoly,https://icobench.com/ico/monopoly/,4,5-Jul-18,31-Aug-18,http://mnp.live/?utm_source=icobench,https://t.me/mnplive,99964,https://www.facebook.com/Monopolylive-2075133489422273/,90,https://twitter.com/LiveMonopoly,124,MNP,Ethereum,ERC20,0
moovin,https://icobench.com/ico/moovin/,3.6,1-Aug-18,30-Sep-18,https://moovin.io?utm_source=icobench,0,0,https://www.facebook.com/moovin.io,14,https://twitter.com/moovin_ico,17,MOOV,Ethereum,ERC20,0
multiven,https://icobench.com/ico/multiven/,4.1,1-Jul-18,9-Oct-18,https://multiven.io?utm_source=icobench,https://t.me/MultivenOfficialGroup,1218,https://www.facebook.com/MultivenGroup/,482,https://twitter.com/multivengroup,12699,MTC,Ethereum,ERC20,0
nomad-space,https://icobench.com/ico/nomad-space/,4,1-Jun-18,30-Sep-18,https://nomad.space/?utm_source=icobench,https://t.me/nomadspace,47,https://www.facebook.com/nomad.space.project/,46,https://twitter.com/NOMAD_NSP,249,NSP,EOS,ERC20,0
nordcoin-mining,https://icobench.com/ico/nordcoin-mining/,4,Unknown,Unknown,https://www.nordcoinmining.com/?utm_source=icobench,https://t.me/nordcoinmining,6160,https://www.facebook.com/nordcoinmining/,426,https://twitter.com/nordcoinmining,345,NRDC,Ethereum,ERC20,0
ofnog,https://icobench.com/ico/ofnog/,3.7,15-May-18,15-Jul-18,https://www.ofnog.io/?utm_source=icobench,https://t.me/ofnog2,294,https://www.facebook.com/OFNOG-1977265739191600/,4805,https://twitter.com/OFNOG1,2634,OFNOG,Ethereum,ERC20,0
onasander,https://icobench.com/ico/onasander/,4,22-Jul-18,23-Aug-18,http://onasander.com/?utm_source=icobench,https://t.me/OnasanderICO,20212,https://www.facebook.com/OnasanderICO,17227,https://twitter.com/OnasanderICO,18483,ONA,Ethereum,ERC20,0
opporty,https://icobench.com/ico/opporty/,4,Unknown,Unknown,https://opporty.com/ico/?utm_source=icobench,https://telegram.me/opportyico,3492,https://www.facebook.com/Opporty-ico-108217263210835/,11696,https://twitter.com/Opporty_ico,3629,OPP,Ethereum,ERC20,0
organicco,https://icobench.com/ico/organicco/,4,6-Jun-18,30-Sep-18,https://organicco.uk/?utm_source=icobench,https://t.me/organiccouk,2520,http://facebook.com/organiccouk,1999,http://twitter.com/organiccouk,1763,ORC,Ethereum,ERC20,0
